time/iterations,time/total_timesteps,train/reward,time/fps,time/time_elapsed,train/loss,train/approx_kl,train/std,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/n_updates,train/entropy_loss,train/learning_rate,train/clip_range,train/value_loss
150,307200,-0.6284116,965,318,13.731016159057617,0.015392704,1.2008651494979858,-0.0039785435394151135,0.124853515625,0.8654381185770035,1490,-7.995308619737625,0.00025,0.2,29.897002398967743
151,309248,-4.3453426,966,320,15.143301963806152,0.018959055,1.1983625888824463,-0.010591081476013642,0.167529296875,0.8455986529588699,1500,-7.994142010807991,0.00025,0.2,34.61110960245132
152,311296,-0.20671555,966,322,5.101748943328857,0.029212134,1.1975350379943848,-0.0013006214823690243,0.212841796875,0.8628276735544205,1510,-7.987306237220764,0.00025,0.2,26.28523733019829
153,313344,-4.243929,966,324,9.736226081848145,0.025739044,1.1897472143173218,-0.005543336502159946,0.200390625,0.8552922606468201,1520,-7.966059768199921,0.00025,0.2,25.833180516958237
154,315392,5.3930345,966,326,11.984146118164062,0.029774524,1.1870161294937134,-0.0030557278339983897,0.17451171875,0.8882917016744614,1530,-7.944231995940209,0.00025,0.2,27.60371161699295
155,317440,3.1695085,967,328,12.434258460998535,0.02405743,1.1884758472442627,-0.00470424022350926,0.18935546875,0.8732706010341644,1540,-7.942083105444908,0.00025,0.2,32.58196212053299
156,319488,-1.5075505,967,330,17.846677780151367,0.025261512,1.1935044527053833,-0.009372581806383095,0.195751953125,0.8537285923957825,1550,-7.956890013813973,0.00025,0.2,33.31695832014084
157,321536,1.793572,968,332,4.802126884460449,0.018216595,1.1996235847473145,-0.007139163659303449,0.167041015625,0.8714706748723984,1560,-7.983649262785912,0.00025,0.2,25.556953144073486
158,323584,-3.9352608,968,333,11.9591703414917,0.017199768,1.2000211477279663,-0.0034881215455243365,0.1724609375,0.856683611869812,1570,-7.993305584788322,0.00025,0.2,32.21888736486435
159,325632,0.13563362,969,335,5.973324775695801,0.027339838,1.2033309936523438,-0.0031357301166281106,0.16982421875,0.8904326781630516,1580,-7.998288291692734,0.00025,0.2,20.06763881444931
160,327680,3.473852,969,337,13.937914848327637,0.02233604,1.2018859386444092,-0.005350447236560285,0.1822265625,0.8330108374357224,1590,-8.005255371332169,0.00025,0.2,37.33201613426208
161,329728,-2.5557954,970,339,15.519229888916016,0.023446284,1.200758695602417,-0.004896946999360807,0.171240234375,0.8970059752464294,1600,-8.002593192458153,0.00025,0.2,29.513698768615722
162,331776,-0.6760705,970,341,22.449697494506836,0.023066267,1.2010691165924072,-0.0071355851017870005,0.1603515625,0.8541349172592163,1610,-7.996108615398407,0.00025,0.2,36.673420989513396
163,333824,2.2596796,971,343,9.358447074890137,0.034540534,1.2046058177947998,-0.003499043735791929,0.18330078125,0.8811091706156731,1620,-8.006338423490524,0.00025,0.2,27.862231636047362
164,335872,-7.865364,971,345,7.868377208709717,0.023778092,1.2069261074066162,-0.005996005644556135,0.173291015625,0.874312624335289,1630,-8.018860423564911,0.00025,0.2,20.31528742313385
165,337920,4.66465,972,347,7.5897979736328125,0.022698876,1.2098385095596313,-0.0071543754456797615,0.16552734375,0.8052010387182236,1640,-8.02784737944603,0.00025,0.2,21.355618304014207
166,339968,5.466625,973,349,12.98661994934082,0.014051968,1.2117254734039307,-0.009044827637262642,0.116796875,0.8110710233449936,1650,-8.038522690534592,0.00025,0.2,31.947426915168762
167,342016,6.4353743,974,350,37.76197814941406,0.019962974,1.2058136463165283,-0.005480076615640428,0.163232421875,0.8736706227064133,1660,-8.029942804574967,0.00025,0.2,25.805203568935394
168,344064,-0.40429452,974,352,14.632286071777344,0.017206755,1.205880880355835,-0.00958836155186873,0.149853515625,0.7200737595558167,1670,-8.014696800708771,0.00025,0.2,34.906547367572784
169,346112,2.8821366,974,355,9.845000267028809,0.024420466,1.2082626819610596,-0.007568374159745872,0.157861328125,0.8792145624756813,1680,-8.024675780534745,0.00025,0.2,26.265707969665527
170,348160,0.56242526,975,356,15.485832214355469,0.01684795,1.2070143222808838,-0.00467034823668655,0.156884765625,0.8825709521770477,1690,-8.025761556625366,0.00025,0.2,25.260560989379883
171,350208,-0.5112245,975,358,8.45635986328125,0.021480085,1.2068030834197998,-0.0026759776810649782,0.2005859375,0.9058955833315849,1700,-8.021660363674163,0.00025,0.2,21.362739551067353
172,352256,-0.32471976,976,360,6.483153820037842,0.020065928,1.2108924388885498,-0.00827660563227255,0.1798828125,0.8831838071346283,1710,-8.029997950792312,0.00025,0.2,27.624108612537384
173,354304,0.046437163,976,362,9.643628120422363,0.028287768,1.2041689157485962,-0.00577467760303989,0.1931640625,0.8919585421681404,1720,-8.025726532936096,0.00025,0.2,24.81034545302391
174,356352,-0.8035317,976,364,10.970855712890625,0.023349935,1.207510232925415,-0.00895261796831619,0.167578125,0.7900665700435638,1730,-8.019515371322631,0.00025,0.2,25.51375933289528
175,358400,1.5015217,976,366,7.886316776275635,0.033703238,1.209115982055664,-0.0025561162154190244,0.24091796875,0.8901190087199211,1740,-8.028512001037598,0.00025,0.2,20.430022770166396
176,360448,-0.9502861,977,368,11.995645523071289,0.030969597,1.2160375118255615,-0.0017423760262317955,0.209912109375,0.8782520294189453,1750,-8.04755259156227,0.00025,0.2,23.011227631568907
177,362496,-2.1705647,978,370,8.344819068908691,0.040677533,1.22019362449646,-0.004306464677210897,0.20078125,0.9133381098508835,1760,-8.070505201816559,0.00025,0.2,24.122841662168504
178,364544,-0.7509367,978,372,10.004178047180176,0.020580884,1.2188940048217773,-0.0036035890079801902,0.149658203125,0.862204372882843,1770,-8.07627170085907,0.00025,0.2,32.363574826717375
179,366592,2.6752288,979,374,11.905862808227539,0.013994193,1.2206833362579346,-0.012320255115628242,0.135302734375,0.8645154237747192,1780,-8.075981986522674,0.00025,0.2,31.63452159166336
180,368640,0.273201,979,376,37.95555114746094,0.017995346,1.2187234163284302,-0.01432980075769592,0.1435546875,0.8946829438209534,1790,-8.074045765399934,0.00025,0.2,29.466069328784943
181,370688,0.0877974,980,378,9.90526294708252,0.024978053,1.2213993072509766,-0.006276408644043841,0.125,0.8256350159645081,1800,-8.07509179711342,0.00025,0.2,32.10060393810272
182,372736,1.1382071,972,383,7.146337509155273,0.025803696,1.2247368097305298,-0.0054325599485309795,0.182568359375,0.8980526104569435,1810,-8.08453015089035,0.00025,0.2,21.623372888565065
183,374784,3.2217345,973,385,7.4954423904418945,0.024984097,1.226790428161621,-0.00542721245874418,0.172265625,0.8529727160930634,1820,-8.096785253286361,0.00025,0.2,24.97967787384987
184,376832,0.16579244,973,386,15.339451789855957,0.015932556,1.2249046564102173,-0.008247011195635423,0.13447265625,0.8924483880400658,1830,-8.097019386291503,0.00025,0.2,25.30670087337494
185,378880,-6.1676283,974,388,7.603015422821045,0.0188633,1.225027322769165,-0.0017097208532504738,0.1451171875,0.8672757595777512,1840,-8.093348103761674,0.00025,0.2,32.18317115306854
186,380928,3.2032254,975,390,56.69157409667969,0.020266918,1.2258399724960327,-0.0035104000198771246,0.12490234375,0.7339186668395996,1850,-8.096389365196227,0.00025,0.2,84.89676113128662
187,382976,-0.18016288,975,392,13.68458080291748,0.03231536,1.2269015312194824,-0.005158126272726804,0.19248046875,0.8374790251255035,1860,-8.101128196716308,0.00025,0.2,43.390360748767854
188,385024,-0.6706467,976,394,15.053069114685059,0.014974812,1.2259843349456787,-0.007210357091389596,0.14296875,0.8360118269920349,1870,-8.098703229427338,0.00025,0.2,36.299218606948855
189,387072,-3.9732761,977,396,10.053107261657715,0.02839582,1.222603678703308,-0.008320975591777824,0.1591796875,0.8820688873529434,1880,-8.091004449129105,0.00025,0.2,20.62410789132118
190,389120,0.41771883,977,398,10.89169692993164,0.048604492,1.2267072200775146,-0.0015053099748911336,0.2248046875,0.8834377005696297,1890,-8.092311775684356,0.00025,0.2,23.461658036708833
191,391168,-1.7878,978,399,10.853967666625977,0.036450505,1.2342500686645508,0.00076447393221315,0.236865234375,0.8690055012702942,1900,-8.113369393348695,0.00025,0.2,24.260441422462463
192,393216,3.2220342,978,401,9.359674453735352,0.029606562,1.2409546375274658,-0.0025924363668309524,0.22958984375,0.8939429298043251,1910,-8.14422699213028,0.00025,0.2,22.016882675886155
193,395264,0.48830017,979,403,23.348466873168945,0.021496499,1.2414672374725342,-0.004895259911427275,0.169677734375,0.8881844654679298,1920,-8.15655271410942,0.00025,0.2,34.82759298086167
194,397312,1.878407,979,405,14.214336395263672,0.022613578,1.2471609115600586,-0.007187709613936022,0.150146484375,0.8805121183395386,1930,-8.16659694314003,0.00025,0.2,27.28157832622528
195,399360,1.4836979,979,407,10.844695091247559,0.03058026,1.2518476247787476,-0.0059773522545583544,0.1541015625,0.8933818489313126,1940,-8.18772993683815,0.00025,0.2,28.075200164318083
196,401408,-0.45914367,979,409,12.867469787597656,0.025210151,1.2500470876693726,-0.008307174179935827,0.156787109375,0.8728722482919693,1950,-8.193700724840165,0.00025,0.2,33.40854806900025
